date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:30:35	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/robots.txt		(from )
14:30:36	32885/32885	---M-Z	200	added ('OK')	text/html	etag:%228075-672cdb3e-581759c4af3d1fa0;gz%22	https://emprestimosim.site/upsel-aumento/	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/upsel-aumento/index.html	(from )
14:30:36	31067/31067	---MCZ	200	added ('OK')	text/javascript	etag:W/%22e37800d35343d9950b547b4c6130b21b%22	https://cdn.utmify.com.br/scripts/pixel/pixel.js	C:/Users/felippe%20cruz/Downloads/up2/cdn.utmify.com.br/scripts/pixel/pixel.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:36	11536/11536	---MCZ	200	added ('OK')	text/javascript	etag:W/%22ca561931b38391f22bec3d94cc30ceb3%22	https://cdn.utmify.com.br/scripts/utms/latest.js	C:/Users/felippe%20cruz/Downloads/up2/cdn.utmify.com.br/scripts/utms/latest.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:36	10160/10160	---M-Z	200	added ('OK')	text/javascript	etag:%225e76f4775b3b24f369ee5405f1826009%22	https://scripts.converteai.net/150b7be5-d856-41d3-aa64-1e9e9b8e10a9/players/672cd6dbdf34da000bbc52f0/player.js	C:/Users/felippe%20cruz/Downloads/up2/scripts.converteai.net/150b7be5-d856-41d3-aa64-1e9e9b8e10a9/players/672cd6dbdf34da000bbc52f0/player.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:37	679863/679863	---M-Z	200	added ('OK')	text/javascript	etag:%220845a4a5c68f3d0df787f309d22faebd%22	https://scripts.converteai.net/lib/js/smartplayer/v1/smartplayer.min.js	C:/Users/felippe%20cruz/Downloads/up2/scripts.converteai.net/lib/js/smartplayer/v1/smartplayer.min.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:37	1227/1227	---M--	200	added ('OK')	image/jpeg	etag:%228a23144087a00c280ea5514f2e5bdac5%22	https://images.converteai.net/150b7be5-d856-41d3-aa64-1e9e9b8e10a9/players/672cd6dbdf34da000bbc52f0/thumbnail.jpg	C:/Users/felippe%20cruz/Downloads/up2/images.converteai.net/150b7be5-d856-41d3-aa64-1e9e9b8e10a9/players/672cd6dbdf34da000bbc52f0/thumbnail.jpg	(from https://emprestimosim.site/upsel-aumento/)
14:30:37	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/TopBar.2vF9lWx7.css	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/TopBar.2vF9lWx7.css	(from https://emprestimosim.site/upsel-aumento/)
14:30:37	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/Container.B5PP9_Vn.css	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/Container.B5PP9_Vn.css	(from https://emprestimosim.site/upsel-aumento/)
14:30:38	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/CardTitle.D2C4NpE7.css	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/CardTitle.D2C4NpE7.css	(from https://emprestimosim.site/upsel-aumento/)
14:30:38	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/CardSubTitle.DG_Fs8af.css	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/CardSubTitle.DG_Fs8af.css	(from https://emprestimosim.site/upsel-aumento/)
14:30:38	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/PaymentCard.C5KDNUam.css	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/PaymentCard.C5KDNUam.css	(from https://emprestimosim.site/upsel-aumento/)
14:30:38	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/Button.CTY08tZL.css	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/Button.CTY08tZL.css	(from https://emprestimosim.site/upsel-aumento/)
14:30:38	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/LoadingText.BAPOmI7q.css	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/LoadingText.BAPOmI7q.css	(from https://emprestimosim.site/upsel-aumento/)
14:30:39	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/Card.GBBMdh4F.css	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/Card.GBBMdh4F.css	(from https://emprestimosim.site/upsel-aumento/)
14:30:39	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/FaqItem.yXfMt8qC.css	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/FaqItem.yXfMt8qC.css	(from https://emprestimosim.site/upsel-aumento/)
14:30:39	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/Ds3y3Bf3.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/Ds3y3Bf3.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:39	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/k9y74een.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/k9y74een.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:40	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/Bo8ipC1T.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/Bo8ipC1T.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:40	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/2aeojNjQ.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/2aeojNjQ.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:40	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/2TdE_QPC.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/2TdE_QPC.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:40	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/DTnGPJep.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/DTnGPJep.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:40	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/B1xLFNhR.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/B1xLFNhR.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:41	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/CNxTVsKb.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/CNxTVsKb.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:41	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/BQBhJayI.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/BQBhJayI.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:41	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/CV182wBC.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/CV182wBC.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:41	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/u-U6PqlP.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/u-U6PqlP.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:42	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/DIXVKuIp.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/DIXVKuIp.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:42	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/Bl1c_aD8.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/Bl1c_aD8.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:42	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/DEF4dnCe.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/DEF4dnCe.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:42	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/sv4npInL.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/sv4npInL.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:42	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/B6VT0UWr.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/B6VT0UWr.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:43	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/MaghENf1.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/MaghENf1.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:43	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/BJRZzHYv.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/BJRZzHYv.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:43	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/BTyuqVSS.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/BTyuqVSS.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:43	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/DmqsTf9v.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/DmqsTf9v.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:44	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/J9e3dA3M.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/J9e3dA3M.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:44	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/D-UNq_Tu.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/D-UNq_Tu.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:44	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/BGBp0rdz.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/BGBp0rdz.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:44	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/Wpn3EkJ-.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/Wpn3EkJ-.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:45	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/CKC6fHHG.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/CKC6fHHG.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:45	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/_nuxt/BhOEMyyX.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/_nuxt/BhOEMyyX.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:45	11279/11279	---M-Z	200	added ('OK')	application/x-javascript	etag:%222c0f-672cd959-f571fb757dd5cf3a;gz%22	https://emprestimosim.site/upsel-aumento/js/latest.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/upsel-aumento/js/latest.js	(from https://emprestimosim.site/upsel-aumento/)
