date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:30:45	31138/31138	---M-Z	200	added ('OK')	application/x-javascript	etag:%2279a2-672cd959-c5d074e84ada7d7a;gz%22	https://emprestimosim.site/upsel-aumento/js/pixel.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/upsel-aumento/js/pixel.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:45	10088/10088	---M-Z	200	added ('OK')	application/x-javascript	etag:%222768-672cd959-8df4cf11c2a514ff;gz%22	https://emprestimosim.site/upsel-aumento/js/player.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/upsel-aumento/js/player.js	(from https://emprestimosim.site/upsel-aumento/)
14:30:46	13311/13311	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Nov%202024%2017:30:46%20GMT	https://emprestimosim.site/upsel-aumento/images/Crefisa.png	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/upsel-aumento/images/Crefisa.png	(from https://emprestimosim.site/upsel-aumento/)
14:30:46	81530/81530	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Nov%202024%2017:30:46%20GMT	https://emprestimosim.site/upsel-aumento/images/Banco_Central_do_Brasil_logo-1.png	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/upsel-aumento/images/Banco_Central_do_Brasil_logo-1.png	(from https://emprestimosim.site/upsel-aumento/)
14:30:46	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/upsel-aumento/wa.me	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/upsel-aumento/wa.2f.delayed	(from https://emprestimosim.site/upsel-aumento/js/latest.js)
14:30:47	244295/244295	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2007%20Nov%202024%2017:30:47%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/felippe%20cruz/Downloads/up2/connect.facebook.net/en_US/fbevents.js	(from https://emprestimosim.site/upsel-aumento/js/pixel.js)
14:30:47	9531/9531	---MCZ	200	added ('OK')	application/javascript	etag:W/%22253b-QI7TQpPsfIVl+XS+Sp212mfYjKw%22	https://cdn.jsdelivr.net/npm/js-sha256/src/sha256.min.js	C:/Users/felippe%20cruz/Downloads/up2/cdn.jsdelivr.net/npm/js-sha256/src/sha256.min.js	(from https://emprestimosim.site/upsel-aumento/js/pixel.js)
14:30:48	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/upsel-aumento/js/a	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/upsel-aumento/js/a.32.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
14:30:48	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/upsel-aumento/js/POST	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/upsel-aumento/js/POST	(from https://connect.facebook.net/en_US/fbevents.js)
14:30:48	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/upsel-aumento/js/b.resolvedLink	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/upsel-aumento/js/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
14:30:48	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/signals/iwl.js	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
14:30:49	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-e84e0c5386202007;gz%22	https://emprestimosim.site/upsel-aumento/js/schema.org/	C:/Users/felippe%20cruz/Downloads/up2/emprestimosim.site/upsel-aumento/js/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
